id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
236,2025-12-13,50-59,Femenino,Soledad,Primaria,Smartphone,Tablet,WiFi,5,Muy incomodo,Todos los dias,"Correo, Google Maps, YouTube",Mensajes,"Miedo a danar celular, Ninguna",Dañar celular,Tal vez,No me interesa,"Salud, Google Maps, Gobierno",WhatsApp,"Jueves, Sabado",Tarde,Depende,1.5 horas,40+,Biblioteca,Indiferente,Vista,No,Fundacion,Si
237,2025-11-20,60-69,Prefiero no decirlo,Puerto Colombia,Bachillerato,No tiene,Tablet,Datos moviles,4,Comodo,A veces,"Google Maps, Correo","Llamadas, Videos",No sabe descargar apps,Perder dinero,Si,Util,WhatsApp,Correo,"Sabado, Miercoles, Jueves","Tarde, Noche",3 veces o mas,1.5 horas,40+,Universidad,Individual,Memoria,Si,Alcaldia,No
238,2025-11-15,80+,Femenino,Soledad,Profesional,Celular basico,Computador,No tiene,4,Neutral,Nunca,"Correo, Ninguna, YouTube",Mapas,Olvida contrasenas,Estafas,No,Util,"Gobierno, Redes sociales",Banca,"Martes, Viernes",Manana,1 vez,30 min,40+,Alcaldia,Individual,Ninguna,Si,Fundacion,Si
239,2025-11-18,70-79,Masculino,Malambo,Ninguno,No tiene,Ninguno,No tiene,3,Comodo,Nunca,Ninguna,"Mensajes, Videos",No sabe descargar apps,Dañar celular,Si,Util,"WhatsApp, Gobierno",WhatsApp,"Jueves, Viernes, Sabado","Noche, Tarde",2 veces,45 min,21-40,Biblioteca,Grupo pequeno,Audicion,No,Universidad,Si
240,2025-11-30,80+,Femenino,Soledad,Bachillerato,Smartphone,Tablet,WiFi,3,Comodo,Todos los dias,"Banca, WhatsApp, YouTube",Videos,No sabe descargar apps,Estafas,Tal vez,Muy util,"WhatsApp, Correo",Banca,"Jueves, Lunes",Manana,3 veces o mas,30 min,0-10,Barrio,Grupo pequeno,Ninguna,Si,Fundacion,No
241,2025-11-15,70-79,Masculino,Malambo,Ninguno,Celular basico,Computador,Datos moviles,3,Neutral,Rara vez,"Ninguna, Correo","Tramites, Llamadas","Olvida contrasenas, No entiende botones",Estafas,Tal vez,No me interesa,"Google Maps, WhatsApp, Correo",WhatsApp,"Miercoles, Martes, Sabado","Noche, Tarde",Depende,45 min,0-10,Universidad,Individual,Motricidad,Si,Empresa privada,No
242,2025-12-07,80+,Masculino,Galapa,Ninguno,Smartphone,Computador,Datos moviles,4,Muy incomodo,Todos los dias,"Banca, YouTube",Tramites,Miedo a danar celular,No entender,Si,Poco util,"Gobierno, Banca, Salud",WhatsApp,"Sabado, Viernes",Manana,2 veces,45 min,0-10,Barrio,Indiferente,Vista,Si,Empresa privada,No
243,2025-11-20,60-69,Femenino,Malambo,Profesional,No tiene,Celular,No tiene,2,Muy comodo,Todos los dias,Ninguna,"Mensajes, Tramites",Olvida contrasenas,No entender,No,No me interesa,"Compras, Gobierno, Banca",Banca,"Lunes, Miercoles",Manana,1 vez,1 hora,11-20,Barrio,Grupo grande,Audicion,No,Fundacion,Si
244,2025-12-05,40-49,Prefiero no decirlo,Puerto Colombia,Bachillerato,Celular basico,Ninguno,Datos moviles,3,Incomodo,Rara vez,Correo,Tramites,"Olvida contrasenas, Miedo a danar celular",Dañar celular,Si,No me interesa,"Gobierno, Banca, Correo",Mapas,Sabado,Noche,3 veces o mas,1 hora,0-10,Universidad,Indiferente,Audicion,No,Empresa privada,No
245,2025-12-13,60-69,Femenino,Soledad,Bachillerato,No tiene,Celular,WiFi,4,Comodo,A veces,"YouTube, WhatsApp, Correo","Mapas, No lo usa","No sabe descargar apps, Ninguna",Estafas,No,Poco util,"Salud, Redes sociales",Correo,"Lunes, Martes","Noche, Manana",3 veces o mas,1.5 horas,11-20,Biblioteca,Indiferente,Memoria,No,Universidad,Si
246,2025-12-08,50-59,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,No tiene,Celular,No tiene,2,Comodo,Todos los dias,"YouTube, WhatsApp, Banca","Mapas, Mensajes",No entiende botones,Ninguno,No,Poco util,"Compras, Banca, Redes sociales",Redes sociales,"Martes, Lunes",Manana,Depende,1.5 horas,21-40,Biblioteca,Indiferente,Vista,No,Fundacion,No
247,2025-11-24,70-79,Masculino,Barranquilla,Primaria,Smartphone,Celular,WiFi,4,Muy comodo,Rara vez,Banca,"Videos, Llamadas",No sabe descargar apps,No entender,No,No me interesa,"Google Maps, WhatsApp",Mapas,Sabado,Tarde,1 vez,1.5 horas,40+,Barrio,Individual,Audicion,Solo si es gratis,Alcaldia,Si
248,2025-11-17,80+,Prefiero no decirlo,Soledad,Primaria,No tiene,Ninguno,Datos moviles,1,Muy incomodo,Rara vez,"YouTube, Ninguna, WhatsApp","Llamadas, No lo usa",Ninguna,Dañar celular,Tal vez,Util,"WhatsApp, Banca",Mapas,Viernes,"Noche, Tarde",2 veces,1.5 horas,21-40,Universidad,Grupo pequeno,Vista,Solo si es gratis,Alcaldia,Si
249,2025-12-13,50-59,Femenino,Malambo,Bachillerato,Smartphone,Tablet,No tiene,3,Neutral,Rara vez,"Banca, Correo, WhatsApp","Videos, Mapas",No sabe descargar apps,No entender,Si,Poco util,"Compras, Redes sociales, Banca",Correo,Lunes,"Noche, Manana",3 veces o mas,45 min,40+,Biblioteca,Grupo grande,Memoria,No,Alcaldia,Si
250,2025-12-12,60-69,Femenino,Puerto Colombia,Primaria,No tiene,Ninguno,WiFi,3,Muy incomodo,A veces,"Google Maps, YouTube",Videos,No entiende botones,No entender,Si,No me interesa,Banca,Banca,"Sabado, Miercoles, Jueves",Noche,3 veces o mas,1 hora,21-40,Barrio,Individual,Audicion,No,Fundacion,Si
251,2025-12-03,80+,Prefiero no decirlo,Puerto Colombia,Profesional,Celular basico,Tablet,Datos moviles,1,Muy comodo,Rara vez,"YouTube, Ninguna, Correo","Llamadas, Videos",Ninguna,No entender,No,No me interesa,Gobierno,Mapas,"Viernes, Miercoles","Tarde, Manana",3 veces o mas,30 min,21-40,Alcaldia,Grupo grande,Vista,Solo si es gratis,Alcaldia,Si
252,2025-11-21,50-59,Femenino,Soledad,Ninguno,Smartphone,Celular,No tiene,3,Muy comodo,Todos los dias,Correo,Mapas,"Ninguna, No entiende botones",No entender,Si,Util,"WhatsApp, Redes sociales, Salud",Redes sociales,"Sabado, Miercoles, Martes",Noche,Depende,45 min,11-20,Biblioteca,Individual,Motricidad,Si,Familia,No
253,2025-11-14,40-49,Masculino,Galapa,Profesional,Smartphone,Computador,WiFi,3,Incomodo,Nunca,"Google Maps, Correo","Videos, Mensajes",Ninguna,No entender,Si,Poco util,"WhatsApp, Salud, Correo",Salud,Miercoles,Noche,Depende,1 hora,21-40,Universidad,Individual,Vista,No,Universidad,No
254,2025-12-03,40-49,Femenino,Galapa,Profesional,Smartphone,Celular,No tiene,5,Incomodo,Todos los dias,Correo,Mensajes,"Miedo a danar celular, No sabe descargar apps",No entender,Tal vez,Poco util,"Compras, Banca",Correo,"Lunes, Jueves","Manana, Noche",3 veces o mas,1.5 horas,0-10,Universidad,Grupo pequeno,Vista,Si,Empresa privada,Si
255,2025-12-10,70-79,Masculino,Malambo,Primaria,Smartphone,Tablet,Datos moviles,3,Muy incomodo,Todos los dias,"Banca, Correo",Videos,"Ninguna, No sabe descargar apps",Perder dinero,Si,Muy util,Google Maps,Banca,"Viernes, Lunes",Manana,3 veces o mas,1.5 horas,0-10,Alcaldia,Indiferente,Motricidad,No,Fundacion,Si
256,2025-11-20,70-79,Femenino,Puerto Colombia,Bachillerato,No tiene,Tablet,WiFi,3,Muy incomodo,A veces,"YouTube, Correo, Ninguna","No lo usa, Llamadas",Miedo a danar celular,Ninguno,No,Util,Banca,Banca,"Lunes, Miercoles",Manana,Depende,30 min,11-20,Barrio,Individual,Memoria,No,Familia,No
257,2025-11-22,50-59,Femenino,Malambo,Profesional,Celular basico,Celular,No tiene,4,Muy incomodo,A veces,Google Maps,"Videos, No lo usa","Miedo a danar celular, Olvida contrasenas",Estafas,Si,Muy util,WhatsApp,Redes sociales,"Miercoles, Martes, Sabado","Tarde, Manana",Depende,45 min,21-40,Alcaldia,Grupo grande,Motricidad,No,Alcaldia,Si
258,2025-11-23,40-49,Prefiero no decirlo,Puerto Colombia,Bachillerato,Celular basico,Computador,No tiene,3,Muy comodo,A veces,Ninguna,"Mensajes, Tramites","No entiende botones, Ninguna",Perder dinero,No,Muy util,Salud,Banca,"Jueves, Lunes, Viernes","Tarde, Noche",2 veces,45 min,0-10,Biblioteca,Grupo pequeno,Memoria,Solo si es gratis,Empresa privada,No
259,2025-11-16,60-69,Masculino,Barranquilla,Profesional,Smartphone,Ninguno,Datos moviles,5,Muy comodo,Nunca,Banca,"No lo usa, Mensajes","No entiende botones, Ninguna",Perder dinero,No,No me interesa,"Banca, Gobierno",Salud,"Jueves, Viernes, Sabado","Noche, Tarde",2 veces,45 min,0-10,Biblioteca,Grupo pequeno,Ninguna,Solo si es gratis,Alcaldia,No
260,2025-11-28,80+,Masculino,Malambo,Bachillerato,Celular basico,Computador,No tiene,1,Incomodo,Rara vez,Banca,Videos,Miedo a danar celular,Dañar celular,Si,Poco util,Salud,Banca,"Lunes, Sabado, Miercoles","Tarde, Manana",3 veces o mas,45 min,40+,Universidad,Grupo grande,Vista,Solo si es gratis,Alcaldia,No
261,2025-12-07,60-69,Femenino,Malambo,Primaria,No tiene,Celular,No tiene,4,Neutral,Rara vez,"YouTube, Google Maps","Mensajes, Tramites","Miedo a danar celular, No sabe descargar apps",Perder dinero,No,No me interesa,"Google Maps, Salud",WhatsApp,"Martes, Jueves",Manana,2 veces,1.5 horas,11-20,Universidad,Individual,Motricidad,Si,Universidad,No
262,2025-11-23,80+,Femenino,Barranquilla,Bachillerato,Smartphone,Ninguno,WiFi,4,Comodo,Nunca,"Banca, YouTube, WhatsApp",Mapas,"No entiende botones, Ninguna",Estafas,No,Muy util,Salud,WhatsApp,"Martes, Viernes",Manana,1 vez,1 hora,0-10,Biblioteca,Grupo pequeno,Memoria,Solo si es gratis,Fundacion,Si
263,2025-12-05,60-69,Masculino,Soledad,Bachillerato,Smartphone,Computador,No tiene,5,Muy incomodo,Nunca,WhatsApp,"Llamadas, Tramites","Miedo a danar celular, No entiende botones",Perder dinero,Si,Util,"Compras, Banca",Mapas,"Miercoles, Martes, Jueves",Tarde,2 veces,30 min,11-20,Barrio,Grupo grande,Motricidad,Si,Familia,No
264,2025-12-11,60-69,Femenino,Barranquilla,Ninguno,Smartphone,Tablet,Datos moviles,5,Neutral,Rara vez,"Correo, YouTube, Google Maps","Videos, Llamadas","No sabe descargar apps, Olvida contrasenas",Dañar celular,No,Muy util,Google Maps,Redes sociales,Miercoles,Tarde,Depende,1.5 horas,0-10,Barrio,Indiferente,Motricidad,Si,Alcaldia,No
265,2025-12-10,50-59,Masculino,Malambo,Tecnico/Tecnologo,Celular basico,Ninguno,Datos moviles,4,Muy comodo,A veces,Ninguna,Mapas,"Ninguna, No sabe descargar apps",Ninguno,No,No me interesa,"Salud, Gobierno, WhatsApp",Correo,"Jueves, Viernes, Martes",Manana,3 veces o mas,30 min,11-20,Barrio,Grupo grande,Ninguna,No,Universidad,Si
266,2025-12-13,60-69,Masculino,Soledad,Tecnico/Tecnologo,Celular basico,Tablet,No tiene,4,Incomodo,Rara vez,WhatsApp,Llamadas,No sabe descargar apps,Estafas,No,No me interesa,"WhatsApp, Redes sociales",WhatsApp,"Viernes, Lunes, Jueves",Manana,2 veces,1 hora,11-20,Barrio,Grupo pequeno,Vista,Si,Familia,No
267,2025-12-10,50-59,Masculino,Soledad,Ninguno,No tiene,Computador,Datos moviles,4,Neutral,Todos los dias,"Ninguna, WhatsApp, Google Maps",Mensajes,No entiende botones,Ninguno,Si,Util,Compras,Salud,"Jueves, Viernes, Miercoles","Noche, Manana",Depende,45 min,21-40,Barrio,Indiferente,Audicion,Solo si es gratis,Universidad,No
268,2025-11-25,40-49,Femenino,Galapa,Bachillerato,No tiene,Celular,No tiene,4,Comodo,A veces,"Ninguna, Correo, Banca",Llamadas,"No sabe descargar apps, Miedo a danar celular",Dañar celular,Si,Muy util,Redes sociales,Correo,"Lunes, Martes","Manana, Noche",1 vez,45 min,0-10,Universidad,Grupo pequeno,Ninguna,Si,Alcaldia,Si
269,2025-12-06,40-49,Prefiero no decirlo,Puerto Colombia,Primaria,No tiene,Ninguno,WiFi,1,Neutral,Nunca,"WhatsApp, Google Maps","Mapas, Tramites",Olvida contrasenas,No entender,No,Poco util,Banca,Mapas,"Sabado, Viernes",Noche,2 veces,30 min,40+,Alcaldia,Individual,Motricidad,Si,Universidad,No
270,2025-12-12,40-49,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Tablet,No tiene,2,Muy comodo,A veces,"YouTube, Google Maps","Videos, Tramites","No entiende botones, No sabe descargar apps",Perder dinero,Si,Muy util,Gobierno,WhatsApp,Martes,"Noche, Manana",Depende,30 min,40+,Universidad,Grupo pequeno,Motricidad,Si,Alcaldia,No
271,2025-11-26,60-69,Masculino,Barranquilla,Primaria,Smartphone,Ninguno,Datos moviles,4,Neutral,Todos los dias,"YouTube, WhatsApp, Correo",Videos,"No sabe descargar apps, Ninguna",Ninguno,No,Util,"Redes sociales, Correo",Correo,"Miercoles, Lunes","Noche, Tarde",3 veces o mas,30 min,0-10,Biblioteca,Individual,Audicion,Si,Empresa privada,No
272,2025-12-09,80+,Masculino,Barranquilla,Bachillerato,Celular basico,Ninguno,No tiene,1,Neutral,Todos los dias,"Ninguna, Banca","Llamadas, No lo usa",No entiende botones,No entender,Tal vez,Util,"Redes sociales, WhatsApp",Mapas,"Viernes, Jueves",Noche,Depende,30 min,21-40,Alcaldia,Individual,Ninguna,Si,Fundacion,Si
273,2025-11-24,50-59,Masculino,Puerto Colombia,Primaria,No tiene,Ninguno,WiFi,3,Comodo,Todos los dias,WhatsApp,Llamadas,"Olvida contrasenas, Ninguna",Perder dinero,Si,Util,Correo,Salud,Miercoles,"Tarde, Manana",3 veces o mas,45 min,0-10,Barrio,Indiferente,Motricidad,No,Universidad,Si
274,2025-12-03,70-79,Masculino,Galapa,Ninguno,No tiene,Tablet,No tiene,4,Neutral,Todos los dias,Banca,Llamadas,Olvida contrasenas,Dañar celular,Si,Util,"Google Maps, Salud",Mapas,Sabado,"Tarde, Manana",Depende,45 min,40+,Barrio,Individual,Audicion,Solo si es gratis,Universidad,No
275,2025-11-22,80+,Femenino,Puerto Colombia,Profesional,Smartphone,Computador,WiFi,2,Muy comodo,Nunca,"Google Maps, WhatsApp","Videos, Tramites",No sabe descargar apps,No entender,Tal vez,No me interesa,"Redes sociales, Compras",Correo,"Viernes, Miercoles",Manana,Depende,1.5 horas,21-40,Biblioteca,Grupo pequeno,Ninguna,No,Fundacion,No
276,2025-11-17,70-79,Prefiero no decirlo,Malambo,Ninguno,Smartphone,Celular,WiFi,1,Muy incomodo,Todos los dias,Correo,No lo usa,"Ninguna, No entiende botones",Dañar celular,Tal vez,Util,Gobierno,Correo,"Lunes, Martes","Manana, Tarde",Depende,1.5 horas,40+,Barrio,Grupo grande,Audicion,Solo si es gratis,Empresa privada,No
277,2025-11-16,60-69,Masculino,Galapa,Bachillerato,Smartphone,Ninguno,WiFi,1,Muy incomodo,Rara vez,"Banca, Ninguna","Videos, Mensajes","Miedo a danar celular, No sabe descargar apps",Perder dinero,No,No me interesa,Compras,Banca,"Jueves, Martes, Sabado","Noche, Manana",Depende,45 min,0-10,Biblioteca,Individual,Ninguna,No,Empresa privada,Si
278,2025-11-14,60-69,Femenino,Barranquilla,Primaria,Smartphone,Ninguno,WiFi,5,Incomodo,Nunca,"Ninguna, Banca, WhatsApp","Llamadas, Mensajes","Olvida contrasenas, Miedo a danar celular",Perder dinero,No,Util,"Salud, Correo",Banca,"Jueves, Miercoles, Lunes","Manana, Noche",1 vez,30 min,0-10,Alcaldia,Individual,Vista,Si,Empresa privada,No
279,2025-11-16,50-59,Femenino,Barranquilla,Profesional,Celular basico,Tablet,Datos moviles,1,Comodo,Nunca,"WhatsApp, Correo",Mensajes,"No sabe descargar apps, Olvida contrasenas",No entender,Si,Util,"WhatsApp, Banca",Redes sociales,"Sabado, Viernes, Lunes",Tarde,3 veces o mas,1.5 horas,0-10,Biblioteca,Grupo grande,Vista,Si,Familia,Si
280,2025-11-27,40-49,Prefiero no decirlo,Puerto Colombia,Bachillerato,Smartphone,Computador,WiFi,2,Muy incomodo,A veces,YouTube,No lo usa,Olvida contrasenas,Dañar celular,Tal vez,Util,Redes sociales,Redes sociales,"Sabado, Miercoles, Jueves","Tarde, Noche",2 veces,1 hora,11-20,Biblioteca,Grupo grande,Memoria,Si,Familia,No
281,2025-12-09,50-59,Prefiero no decirlo,Galapa,Profesional,Celular basico,Ninguno,No tiene,3,Neutral,Nunca,"Correo, Ninguna, YouTube","Videos, Llamadas","Miedo a danar celular, No entiende botones",Ninguno,Tal vez,No me interesa,"Redes sociales, Salud",WhatsApp,Martes,"Tarde, Manana",3 veces o mas,45 min,0-10,Biblioteca,Grupo grande,Motricidad,Si,Empresa privada,Si
282,2025-12-14,60-69,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,No tiene,3,Incomodo,Nunca,"Google Maps, Banca",Tramites,No entiende botones,Ninguno,Tal vez,Muy util,"Compras, Redes sociales, Salud",Mapas,"Martes, Sabado",Tarde,Depende,30 min,21-40,Alcaldia,Individual,Vista,No,Universidad,No
283,2025-11-26,70-79,Femenino,Puerto Colombia,Primaria,Celular basico,Celular,No tiene,5,Muy incomodo,Todos los dias,"YouTube, Correo",Tramites,Olvida contrasenas,Estafas,Si,No me interesa,Compras,Redes sociales,"Miercoles, Sabado","Tarde, Manana",3 veces o mas,1.5 horas,0-10,Alcaldia,Grupo grande,Memoria,No,Alcaldia,No
284,2025-11-14,80+,Femenino,Barranquilla,Bachillerato,Smartphone,Celular,WiFi,1,Neutral,Todos los dias,YouTube,Mensajes,"Ninguna, No entiende botones",Estafas,Tal vez,Muy util,WhatsApp,Mapas,Miercoles,"Noche, Tarde",3 veces o mas,45 min,11-20,Alcaldia,Individual,Audicion,No,Universidad,No
285,2025-11-24,70-79,Prefiero no decirlo,Barranquilla,Ninguno,No tiene,Tablet,No tiene,4,Comodo,A veces,"Ninguna, Correo",Llamadas,"Olvida contrasenas, No entiende botones",Dañar celular,No,Util,"Salud, Redes sociales, WhatsApp",WhatsApp,"Lunes, Martes",Noche,2 veces,1.5 horas,40+,Biblioteca,Indiferente,Vista,No,Universidad,No
286,2025-11-20,60-69,Prefiero no decirlo,Galapa,Bachillerato,No tiene,Celular,WiFi,2,Neutral,Todos los dias,"Banca, Ninguna",Mapas,No entiende botones,Dañar celular,Tal vez,Util,"Correo, Compras, Gobierno",Redes sociales,Martes,"Manana, Noche",2 veces,30 min,40+,Biblioteca,Grupo grande,Vista,No,Familia,No
287,2025-12-03,60-69,Femenino,Puerto Colombia,Primaria,Celular basico,Ninguno,WiFi,2,Comodo,Todos los dias,"Google Maps, WhatsApp, Correo","Videos, Llamadas",No sabe descargar apps,No entender,Si,Poco util,Compras,Banca,"Miercoles, Viernes, Jueves","Manana, Noche",2 veces,30 min,11-20,Barrio,Individual,Vista,Solo si es gratis,Empresa privada,Si
288,2025-12-12,80+,Femenino,Malambo,Bachillerato,No tiene,Ninguno,Datos moviles,4,Muy incomodo,Rara vez,"Ninguna, Google Maps, Correo",Mensajes,Olvida contrasenas,Dañar celular,No,Poco util,"WhatsApp, Gobierno, Banca",Correo,"Viernes, Jueves, Miercoles",Manana,3 veces o mas,30 min,11-20,Biblioteca,Grupo grande,Memoria,Si,Alcaldia,No
289,2025-12-01,60-69,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Tablet,No tiene,1,Muy comodo,A veces,"Banca, WhatsApp","Mensajes, Mapas",No entiende botones,Estafas,No,Poco util,Google Maps,Banca,Lunes,"Noche, Tarde",Depende,1.5 horas,21-40,Universidad,Indiferente,Motricidad,No,Fundacion,Si
290,2025-11-18,60-69,Masculino,Malambo,Ninguno,No tiene,Ninguno,WiFi,3,Muy comodo,Nunca,Correo,No lo usa,Olvida contrasenas,No entender,Si,Util,"Compras, Google Maps, Banca",Redes sociales,Martes,"Noche, Manana",3 veces o mas,1.5 horas,11-20,Universidad,Grupo grande,Motricidad,No,Familia,No
291,2025-11-14,60-69,Masculino,Soledad,Primaria,No tiene,Computador,No tiene,1,Comodo,Todos los dias,"Google Maps, Ninguna, WhatsApp",Mapas,No sabe descargar apps,Perder dinero,No,Poco util,"Google Maps, Gobierno, Salud",Mapas,Miercoles,Tarde,1 vez,45 min,21-40,Barrio,Individual,Memoria,No,Alcaldia,No
292,2025-12-03,40-49,Femenino,Malambo,Bachillerato,Celular basico,Computador,No tiene,5,Incomodo,Nunca,"Google Maps, YouTube, Banca","Tramites, Llamadas","Miedo a danar celular, No entiende botones",No entender,Tal vez,Util,"Compras, Salud, Gobierno",WhatsApp,"Miercoles, Viernes","Manana, Tarde",3 veces o mas,45 min,11-20,Universidad,Grupo pequeno,Memoria,Solo si es gratis,Universidad,No
293,2025-12-05,40-49,Masculino,Puerto Colombia,Profesional,No tiene,Tablet,Datos moviles,4,Muy incomodo,Rara vez,"Correo, Google Maps, Banca","Videos, Mapas","No sabe descargar apps, Ninguna",No entender,Si,Muy util,"Banca, Compras",Banca,"Miercoles, Martes, Sabado",Noche,3 veces o mas,30 min,40+,Biblioteca,Indiferente,Vista,No,Familia,No
294,2025-11-18,40-49,Femenino,Barranquilla,Tecnico/Tecnologo,No tiene,Celular,Datos moviles,5,Muy incomodo,A veces,"Correo, Google Maps, WhatsApp",No lo usa,Miedo a danar celular,Ninguno,Si,No me interesa,Salud,Redes sociales,"Martes, Miercoles, Viernes",Tarde,2 veces,30 min,0-10,Barrio,Grupo pequeno,Ninguna,Si,Familia,Si
295,2025-12-07,50-59,Femenino,Galapa,Primaria,No tiene,Ninguno,Datos moviles,1,Muy incomodo,A veces,"Correo, YouTube",Tramites,"Ninguna, No sabe descargar apps",Ninguno,Si,No me interesa,WhatsApp,Banca,Sabado,Manana,2 veces,1.5 horas,40+,Universidad,Grupo grande,Vista,Solo si es gratis,Fundacion,No
296,2025-11-23,60-69,Masculino,Galapa,Primaria,Celular basico,Ninguno,Datos moviles,2,Muy incomodo,A veces,"WhatsApp, Banca","Llamadas, Tramites","No entiende botones, No sabe descargar apps",Estafas,Tal vez,Util,"Gobierno, Google Maps",WhatsApp,Miercoles,Tarde,Depende,30 min,11-20,Biblioteca,Grupo grande,Ninguna,No,Fundacion,Si
297,2025-12-06,60-69,Masculino,Barranquilla,Profesional,Celular basico,Ninguno,No tiene,2,Muy comodo,A veces,Ninguna,"Tramites, No lo usa","Ninguna, No sabe descargar apps",Estafas,Si,Muy util,"Google Maps, Banca, WhatsApp",Redes sociales,Jueves,"Tarde, Manana",2 veces,30 min,11-20,Alcaldia,Indiferente,Vista,Si,Familia,No
298,2025-12-11,40-49,Prefiero no decirlo,Barranquilla,Profesional,Celular basico,Celular,WiFi,3,Muy incomodo,Todos los dias,"YouTube, Banca",Mensajes,"No sabe descargar apps, Ninguna",Dañar celular,Si,Util,"Google Maps, Salud, Correo",Banca,Viernes,Noche,1 vez,45 min,0-10,Biblioteca,Individual,Motricidad,No,Familia,Si
299,2025-12-04,50-59,Prefiero no decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,No tiene,4,Muy comodo,A veces,"Banca, Ninguna",Llamadas,"No sabe descargar apps, Ninguna",Estafas,No,Muy util,Correo,WhatsApp,Jueves,Manana,3 veces o mas,30 min,11-20,Universidad,Grupo grande,Memoria,Solo si es gratis,Empresa privada,Si
300,2025-11-17,50-59,Masculino,Barranquilla,Ninguno,No tiene,Tablet,No tiene,5,Muy comodo,A veces,"Banca, WhatsApp",Tramites,"Olvida contrasenas, No entiende botones",Estafas,Tal vez,No me interesa,"Salud, Google Maps",WhatsApp,Martes,"Noche, Manana",2 veces,1.5 horas,0-10,Barrio,Grupo grande,Vista,No,Familia,Si
301,2025-11-16,80+,Masculino,Soledad,Tecnico/Tecnologo,No tiene,Celular,WiFi,1,Comodo,Rara vez,"Google Maps, Correo, Banca","Mensajes, Llamadas",No entiende botones,Perder dinero,No,No me interesa,"WhatsApp, Correo, Salud",WhatsApp,"Jueves, Martes","Noche, Tarde",2 veces,30 min,40+,Barrio,Grupo grande,Motricidad,Si,Empresa privada,No
