id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
249,2025-12-13,50-59,Femenino,Malambo,Bachillerato,Smartphone,Tablet,No Tiene,3,Neutral,Rara Vez,"Banca,Correo,Whatsapp","Videos,Mapas",No Sabe Descargar Apps,No Entender,Si,Poco Util,"Compras,Redes Sociales,Banca",Correo,Lunes,"Noche,Manana",3 Veces O Mas,45 Min,40+,Biblioteca,Grupo Grande,Memoria,No,Alcaldia,Si
250,2025-12-12,60-69,Femenino,Puerto Colombia,Primaria,No Tiene,Ninguno,Wifi,3,Muy Incomodo,A Veces,"Google Maps,Youtube",Videos,No Entiende Botones,No Entender,Si,No Me Interesa,Banca,Banca,"Sabado,Miercoles,Jueves",Noche,3 Veces O Mas,1 Hora,21-40,Barrio,Individual,Audicion,No,Fundacion,Si
251,2025-12-03,80+,Prefiero No Decirlo,Puerto Colombia,Profesional,Celular Basico,Tablet,Datos Moviles,1,Muy Comodo,Rara Vez,"Youtube,Ninguna,Correo","Llamadas,Videos",Ninguna,No Entender,No,No Me Interesa,Gobierno,Mapas,"Viernes,Miercoles","Tarde,Manana",3 Veces O Mas,30 Min,21-40,Alcaldia,Grupo Grande,Vista,Solo Si Es Gratis,Alcaldia,Si
252,2025-11-21,50-59,Femenino,Soledad,Ninguno,Smartphone,Celular,No Tiene,3,Muy Comodo,Todos Los Dias,Correo,Mapas,"Ninguna,No Entiende Botones",No Entender,Si,Util,"Whatsapp,Redes Sociales,Salud",Redes Sociales,"Sabado,Miercoles,Martes",Noche,Depende,45 Min,11-20,Biblioteca,Individual,Motricidad,Si,Familia,No
253,2025-11-14,40-49,Masculino,Galapa,Profesional,Smartphone,Computador,Wifi,3,Incomodo,Nunca,"Google Maps,Correo","Videos,Mensajes",Ninguna,No Entender,Si,Poco Util,"Whatsapp,Salud,Correo",Salud,Miercoles,Noche,Depende,1 Hora,21-40,Universidad,Individual,Vista,No,Universidad,No
254,2025-12-03,40-49,Femenino,Galapa,Profesional,Smartphone,Celular,No Tiene,5,Incomodo,Todos Los Dias,Correo,Mensajes,"Miedo A Danar Celular,No Sabe Descargar Apps",No Entender,Tal Vez,Poco Util,"Compras,Banca",Correo,"Lunes,Jueves","Manana,Noche",3 Veces O Mas,1.5 Horas,0-10,Universidad,Grupo Pequeno,Vista,Si,Empresa Privada,Si
255,2025-12-10,70-79,Masculino,Malambo,Primaria,Smartphone,Tablet,Datos Moviles,3,Muy Incomodo,Todos Los Dias,"Banca,Correo",Videos,"Ninguna,No Sabe Descargar Apps",Perder Dinero,Si,Muy Util,Google Maps,Banca,"Viernes,Lunes",Manana,3 Veces O Mas,1.5 Horas,0-10,Alcaldia,Indiferente,Motricidad,No,Fundacion,Si
256,2025-11-20,70-79,Femenino,Puerto Colombia,Bachillerato,No Tiene,Tablet,Wifi,3,Muy Incomodo,A Veces,"Youtube,Correo,Ninguna","No Lo Usa,Llamadas",Miedo A Danar Celular,Ninguno,No,Util,Banca,Banca,"Lunes,Miercoles",Manana,Depende,30 Min,11-20,Barrio,Individual,Memoria,No,Familia,No
257,2025-11-22,50-59,Femenino,Malambo,Profesional,Celular Basico,Celular,No Tiene,4,Muy Incomodo,A Veces,Google Maps,"Videos,No Lo Usa","Miedo A Danar Celular,Olvida Contrasenas",Estafas,Si,Muy Util,Whatsapp,Redes Sociales,"Miercoles,Martes,Sabado","Tarde,Manana",Depende,45 Min,21-40,Alcaldia,Grupo Grande,Motricidad,No,Alcaldia,Si
258,2025-11-23,40-49,Prefiero No Decirlo,Puerto Colombia,Bachillerato,Celular Basico,Computador,No Tiene,3,Muy Comodo,A Veces,Ninguna,"Mensajes,Tramites","No Entiende Botones,Ninguna",Perder Dinero,No,Muy Util,Salud,Banca,"Jueves,Lunes,Viernes","Tarde,Noche",2 Veces,45 Min,0-10,Biblioteca,Grupo Pequeno,Memoria,Solo Si Es Gratis,Empresa Privada,No
259,2025-11-16,60-69,Masculino,Barranquilla,Profesional,Smartphone,Ninguno,Datos Moviles,5,Muy Comodo,Nunca,Banca,"No Lo Usa,Mensajes","No Entiende Botones,Ninguna",Perder Dinero,No,No Me Interesa,"Banca,Gobierno",Salud,"Jueves,Viernes,Sabado","Noche,Tarde",2 Veces,45 Min,0-10,Biblioteca,Grupo Pequeno,Ninguna,Solo Si Es Gratis,Alcaldia,No
260,2025-11-28,80+,Masculino,Malambo,Bachillerato,Celular Basico,Computador,No Tiene,1,Incomodo,Rara Vez,Banca,Videos,Miedo A Danar Celular,Dañar Celular,Si,Poco Util,Salud,Banca,"Lunes,Sabado,Miercoles","Tarde,Manana",3 Veces O Mas,45 Min,40+,Universidad,Grupo Grande,Vista,Solo Si Es Gratis,Alcaldia,No
261,2025-12-07,60-69,Femenino,Malambo,Primaria,No Tiene,Celular,No Tiene,4,Neutral,Rara Vez,"Youtube,Google Maps","Mensajes,Tramites","Miedo A Danar Celular,No Sabe Descargar Apps",Perder Dinero,No,No Me Interesa,"Google Maps,Salud",Whatsapp,"Martes,Jueves",Manana,2 Veces,1.5 Horas,11-20,Universidad,Individual,Motricidad,Si,Universidad,No
262,2025-11-23,80+,Femenino,Barranquilla,Bachillerato,Smartphone,Ninguno,Wifi,4,Comodo,Nunca,"Banca,Youtube,Whatsapp",Mapas,"No Entiende Botones,Ninguna",Estafas,No,Muy Util,Salud,Whatsapp,"Martes,Viernes",Manana,1 Vez,1 Hora,0-10,Biblioteca,Grupo Pequeno,Memoria,Solo Si Es Gratis,Fundacion,Si
263,2025-12-05,60-69,Masculino,Soledad,Bachillerato,Smartphone,Computador,No Tiene,5,Muy Incomodo,Nunca,Whatsapp,"Llamadas,Tramites","Miedo A Danar Celular,No Entiende Botones",Perder Dinero,Si,Util,"Compras,Banca",Mapas,"Miercoles,Martes,Jueves",Tarde,2 Veces,30 Min,11-20,Barrio,Grupo Grande,Motricidad,Si,Familia,No
264,2025-12-11,60-69,Femenino,Barranquilla,Ninguno,Smartphone,Tablet,Datos Moviles,5,Neutral,Rara Vez,"Correo,Youtube,Google Maps","Videos,Llamadas","No Sabe Descargar Apps,Olvida Contrasenas",Dañar Celular,No,Muy Util,Google Maps,Redes Sociales,Miercoles,Tarde,Depende,1.5 Horas,0-10,Barrio,Indiferente,Motricidad,Si,Alcaldia,No
265,2025-12-10,50-59,Masculino,Malambo,Tecnico/Tecnologo,Celular Basico,Ninguno,Datos Moviles,4,Muy Comodo,A Veces,Ninguna,Mapas,"Ninguna,No Sabe Descargar Apps",Ninguno,No,No Me Interesa,"Salud,Gobierno,Whatsapp",Correo,"Jueves,Viernes,Martes",Manana,3 Veces O Mas,30 Min,11-20,Barrio,Grupo Grande,Ninguna,No,Universidad,Si
266,2025-12-13,60-69,Masculino,Soledad,Tecnico/Tecnologo,Celular Basico,Tablet,No Tiene,4,Incomodo,Rara Vez,Whatsapp,Llamadas,No Sabe Descargar Apps,Estafas,No,No Me Interesa,"Whatsapp,Redes Sociales",Whatsapp,"Viernes,Lunes,Jueves",Manana,2 Veces,1 Hora,11-20,Barrio,Grupo Pequeno,Vista,Si,Familia,No
267,2025-12-10,50-59,Masculino,Soledad,Ninguno,No Tiene,Computador,Datos Moviles,4,Neutral,Todos Los Dias,"Ninguna,Whatsapp,Google Maps",Mensajes,No Entiende Botones,Ninguno,Si,Util,Compras,Salud,"Jueves,Viernes,Miercoles","Noche,Manana",Depende,45 Min,21-40,Barrio,Indiferente,Audicion,Solo Si Es Gratis,Universidad,No
268,2025-11-25,40-49,Femenino,Galapa,Bachillerato,No Tiene,Celular,No Tiene,4,Comodo,A Veces,"Ninguna,Correo,Banca",Llamadas,"No Sabe Descargar Apps,Miedo A Danar Celular",Dañar Celular,Si,Muy Util,Redes Sociales,Correo,"Lunes,Martes","Manana,Noche",1 Vez,45 Min,0-10,Universidad,Grupo Pequeno,Ninguna,Si,Alcaldia,Si
269,2025-12-06,40-49,Prefiero No Decirlo,Puerto Colombia,Primaria,No Tiene,Ninguno,Wifi,1,Neutral,Nunca,"Whatsapp,Google Maps","Mapas,Tramites",Olvida Contrasenas,No Entender,No,Poco Util,Banca,Mapas,"Sabado,Viernes",Noche,2 Veces,30 Min,40+,Alcaldia,Individual,Motricidad,Si,Universidad,No
270,2025-12-12,40-49,Prefiero No Decirlo,Soledad,Bachillerato,No Tiene,Tablet,No Tiene,2,Muy Comodo,A Veces,"Youtube,Google Maps","Videos,Tramites","No Entiende Botones,No Sabe Descargar Apps",Perder Dinero,Si,Muy Util,Gobierno,Whatsapp,Martes,"Noche,Manana",Depende,30 Min,40+,Universidad,Grupo Pequeno,Motricidad,Si,Alcaldia,No
271,2025-11-26,60-69,Masculino,Barranquilla,Primaria,Smartphone,Ninguno,Datos Moviles,4,Neutral,Todos Los Dias,"Youtube,Whatsapp,Correo",Videos,"No Sabe Descargar Apps,Ninguna",Ninguno,No,Util,"Redes Sociales,Correo",Correo,"Miercoles,Lunes","Noche,Tarde",3 Veces O Mas,30 Min,0-10,Biblioteca,Individual,Audicion,Si,Empresa Privada,No
272,2025-12-09,80+,Masculino,Barranquilla,Bachillerato,Celular Basico,Ninguno,No Tiene,1,Neutral,Todos Los Dias,"Ninguna,Banca","Llamadas,No Lo Usa",No Entiende Botones,No Entender,Tal Vez,Util,"Redes Sociales,Whatsapp",Mapas,"Viernes,Jueves",Noche,Depende,30 Min,21-40,Alcaldia,Individual,Ninguna,Si,Fundacion,Si
273,2025-11-24,50-59,Masculino,Puerto Colombia,Primaria,No Tiene,Ninguno,Wifi,3,Comodo,Todos Los Dias,Whatsapp,Llamadas,"Olvida Contrasenas,Ninguna",Perder Dinero,Si,Util,Correo,Salud,Miercoles,"Tarde,Manana",3 Veces O Mas,45 Min,0-10,Barrio,Indiferente,Motricidad,No,Universidad,Si
274,2025-12-03,70-79,Masculino,Galapa,Ninguno,No Tiene,Tablet,No Tiene,4,Neutral,Todos Los Dias,Banca,Llamadas,Olvida Contrasenas,Dañar Celular,Si,Util,"Google Maps,Salud",Mapas,Sabado,"Tarde,Manana",Depende,45 Min,40+,Barrio,Individual,Audicion,Solo Si Es Gratis,Universidad,No
275,2025-11-22,80+,Femenino,Puerto Colombia,Profesional,Smartphone,Computador,Wifi,2,Muy Comodo,Nunca,"Google Maps,Whatsapp","Videos,Tramites",No Sabe Descargar Apps,No Entender,Tal Vez,No Me Interesa,"Redes Sociales,Compras",Correo,"Viernes,Miercoles",Manana,Depende,1.5 Horas,21-40,Biblioteca,Grupo Pequeno,Ninguna,No,Fundacion,No
276,2025-11-17,70-79,Prefiero No Decirlo,Malambo,Ninguno,Smartphone,Celular,Wifi,1,Muy Incomodo,Todos Los Dias,Correo,No Lo Usa,"Ninguna,No Entiende Botones",Dañar Celular,Tal Vez,Util,Gobierno,Correo,"Lunes,Martes","Manana,Tarde",Depende,1.5 Horas,40+,Barrio,Grupo Grande,Audicion,Solo Si Es Gratis,Empresa Privada,No
277,2025-11-16,60-69,Masculino,Galapa,Bachillerato,Smartphone,Ninguno,Wifi,1,Muy Incomodo,Rara Vez,"Banca,Ninguna","Videos,Mensajes","Miedo A Danar Celular,No Sabe Descargar Apps",Perder Dinero,No,No Me Interesa,Compras,Banca,"Jueves,Martes,Sabado","Noche,Manana",Depende,45 Min,0-10,Biblioteca,Individual,Ninguna,No,Empresa Privada,Si
278,2025-11-14,60-69,Femenino,Barranquilla,Primaria,Smartphone,Ninguno,Wifi,5,Incomodo,Nunca,"Ninguna,Banca,Whatsapp","Llamadas,Mensajes","Olvida Contrasenas,Miedo A Danar Celular",Perder Dinero,No,Util,"Salud,Correo",Banca,"Jueves,Miercoles,Lunes","Manana,Noche",1 Vez,30 Min,0-10,Alcaldia,Individual,Vista,Si,Empresa Privada,No
279,2025-11-16,50-59,Femenino,Barranquilla,Profesional,Celular Basico,Tablet,Datos Moviles,1,Comodo,Nunca,"Whatsapp,Correo",Mensajes,"No Sabe Descargar Apps,Olvida Contrasenas",No Entender,Si,Util,"Whatsapp,Banca",Redes Sociales,"Sabado,Viernes,Lunes",Tarde,3 Veces O Mas,1.5 Horas,0-10,Biblioteca,Grupo Grande,Vista,Si,Familia,Si
280,2025-11-27,40-49,Prefiero No Decirlo,Puerto Colombia,Bachillerato,Smartphone,Computador,Wifi,2,Muy Incomodo,A Veces,Youtube,No Lo Usa,Olvida Contrasenas,Dañar Celular,Tal Vez,Util,Redes Sociales,Redes Sociales,"Sabado,Miercoles,Jueves","Tarde,Noche",2 Veces,1 Hora,11-20,Biblioteca,Grupo Grande,Memoria,Si,Familia,No
281,2025-12-09,50-59,Prefiero No Decirlo,Galapa,Profesional,Celular Basico,Ninguno,No Tiene,3,Neutral,Nunca,"Correo,Ninguna,Youtube","Videos,Llamadas","Miedo A Danar Celular,No Entiende Botones",Ninguno,Tal Vez,No Me Interesa,"Redes Sociales,Salud",Whatsapp,Martes,"Tarde,Manana",3 Veces O Mas,45 Min,0-10,Biblioteca,Grupo Grande,Motricidad,Si,Empresa Privada,Si
282,2025-12-14,60-69,Prefiero No Decirlo,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,No Tiene,3,Incomodo,Nunca,"Google Maps,Banca",Tramites,No Entiende Botones,Ninguno,Tal Vez,Muy Util,"Compras,Redes Sociales,Salud",Mapas,"Martes,Sabado",Tarde,Depende,30 Min,21-40,Alcaldia,Individual,Vista,No,Universidad,No
283,2025-11-26,70-79,Femenino,Puerto Colombia,Primaria,Celular Basico,Celular,No Tiene,5,Muy Incomodo,Todos Los Dias,"Youtube,Correo",Tramites,Olvida Contrasenas,Estafas,Si,No Me Interesa,Compras,Redes Sociales,"Miercoles,Sabado","Tarde,Manana",3 Veces O Mas,1.5 Horas,0-10,Alcaldia,Grupo Grande,Memoria,No,Alcaldia,No
284,2025-11-14,80+,Femenino,Barranquilla,Bachillerato,Smartphone,Celular,Wifi,1,Neutral,Todos Los Dias,Youtube,Mensajes,"Ninguna,No Entiende Botones",Estafas,Tal Vez,Muy Util,Whatsapp,Mapas,Miercoles,"Noche,Tarde",3 Veces O Mas,45 Min,11-20,Alcaldia,Individual,Audicion,No,Universidad,No
285,2025-11-24,70-79,Prefiero No Decirlo,Barranquilla,Ninguno,No Tiene,Tablet,No Tiene,4,Comodo,A Veces,"Ninguna,Correo",Llamadas,"Olvida Contrasenas,No Entiende Botones",Dañar Celular,No,Util,"Salud,Redes Sociales,Whatsapp",Whatsapp,"Lunes,Martes",Noche,2 Veces,1.5 Horas,40+,Biblioteca,Indiferente,Vista,No,Universidad,No
286,2025-11-20,60-69,Prefiero No Decirlo,Galapa,Bachillerato,No Tiene,Celular,Wifi,2,Neutral,Todos Los Dias,"Banca,Ninguna",Mapas,No Entiende Botones,Dañar Celular,Tal Vez,Util,"Correo,Compras,Gobierno",Redes Sociales,Martes,"Manana,Noche",2 Veces,30 Min,40+,Biblioteca,Grupo Grande,Vista,No,Familia,No
287,2025-12-03,60-69,Femenino,Puerto Colombia,Primaria,Celular Basico,Ninguno,Wifi,2,Comodo,Todos Los Dias,"Google Maps,Whatsapp,Correo","Videos,Llamadas",No Sabe Descargar Apps,No Entender,Si,Poco Util,Compras,Banca,"Miercoles,Viernes,Jueves","Manana,Noche",2 Veces,30 Min,11-20,Barrio,Individual,Vista,Solo Si Es Gratis,Empresa Privada,Si
288,2025-12-12,80+,Femenino,Malambo,Bachillerato,No Tiene,Ninguno,Datos Moviles,4,Muy Incomodo,Rara Vez,"Ninguna,Google Maps,Correo",Mensajes,Olvida Contrasenas,Dañar Celular,No,Poco Util,"Whatsapp,Gobierno,Banca",Correo,"Viernes,Jueves,Miercoles",Manana,3 Veces O Mas,30 Min,11-20,Biblioteca,Grupo Grande,Memoria,Si,Alcaldia,No
289,2025-12-01,60-69,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Tablet,No Tiene,1,Muy Comodo,A Veces,"Banca,Whatsapp","Mensajes,Mapas",No Entiende Botones,Estafas,No,Poco Util,Google Maps,Banca,Lunes,"Noche,Tarde",Depende,1.5 Horas,21-40,Universidad,Indiferente,Motricidad,No,Fundacion,Si
290,2025-11-18,60-69,Masculino,Malambo,Ninguno,No Tiene,Ninguno,Wifi,3,Muy Comodo,Nunca,Correo,No Lo Usa,Olvida Contrasenas,No Entender,Si,Util,"Compras,Google Maps,Banca",Redes Sociales,Martes,"Noche,Manana",3 Veces O Mas,1.5 Horas,11-20,Universidad,Grupo Grande,Motricidad,No,Familia,No
291,2025-11-14,60-69,Masculino,Soledad,Primaria,No Tiene,Computador,No Tiene,1,Comodo,Todos Los Dias,"Google Maps,Ninguna,Whatsapp",Mapas,No Sabe Descargar Apps,Perder Dinero,No,Poco Util,"Google Maps,Gobierno,Salud",Mapas,Miercoles,Tarde,1 Vez,45 Min,21-40,Barrio,Individual,Memoria,No,Alcaldia,No
292,2025-12-03,40-49,Femenino,Malambo,Bachillerato,Celular Basico,Computador,No Tiene,5,Incomodo,Nunca,"Google Maps,Youtube,Banca","Tramites,Llamadas","Miedo A Danar Celular,No Entiende Botones",No Entender,Tal Vez,Util,"Compras,Salud,Gobierno",Whatsapp,"Miercoles,Viernes","Manana,Tarde",3 Veces O Mas,45 Min,11-20,Universidad,Grupo Pequeno,Memoria,Solo Si Es Gratis,Universidad,No
293,2025-12-05,40-49,Masculino,Puerto Colombia,Profesional,No Tiene,Tablet,Datos Moviles,4,Muy Incomodo,Rara Vez,"Correo,Google Maps,Banca","Videos,Mapas","No Sabe Descargar Apps,Ninguna",No Entender,Si,Muy Util,"Banca,Compras",Banca,"Miercoles,Martes,Sabado",Noche,3 Veces O Mas,30 Min,40+,Biblioteca,Indiferente,Vista,No,Familia,No
294,2025-11-18,40-49,Femenino,Barranquilla,Tecnico/Tecnologo,No Tiene,Celular,Datos Moviles,5,Muy Incomodo,A Veces,"Correo,Google Maps,Whatsapp",No Lo Usa,Miedo A Danar Celular,Ninguno,Si,No Me Interesa,Salud,Redes Sociales,"Martes,Miercoles,Viernes",Tarde,2 Veces,30 Min,0-10,Barrio,Grupo Pequeno,Ninguna,Si,Familia,Si
295,2025-12-07,50-59,Femenino,Galapa,Primaria,No Tiene,Ninguno,Datos Moviles,1,Muy Incomodo,A Veces,"Correo,Youtube",Tramites,"Ninguna,No Sabe Descargar Apps",Ninguno,Si,No Me Interesa,Whatsapp,Banca,Sabado,Manana,2 Veces,1.5 Horas,40+,Universidad,Grupo Grande,Vista,Solo Si Es Gratis,Fundacion,No
296,2025-11-23,60-69,Masculino,Galapa,Primaria,Celular Basico,Ninguno,Datos Moviles,2,Muy Incomodo,A Veces,"Whatsapp,Banca","Llamadas,Tramites","No Entiende Botones,No Sabe Descargar Apps",Estafas,Tal Vez,Util,"Gobierno,Google Maps",Whatsapp,Miercoles,Tarde,Depende,30 Min,11-20,Biblioteca,Grupo Grande,Ninguna,No,Fundacion,Si
297,2025-12-06,60-69,Masculino,Barranquilla,Profesional,Celular Basico,Ninguno,No Tiene,2,Muy Comodo,A Veces,Ninguna,"Tramites,No Lo Usa","Ninguna,No Sabe Descargar Apps",Estafas,Si,Muy Util,"Google Maps,Banca,Whatsapp",Redes Sociales,Jueves,"Tarde,Manana",2 Veces,30 Min,11-20,Alcaldia,Indiferente,Vista,Si,Familia,No
298,2025-12-11,40-49,Prefiero No Decirlo,Barranquilla,Profesional,Celular Basico,Celular,Wifi,3,Muy Incomodo,Todos Los Dias,"Youtube,Banca",Mensajes,"No Sabe Descargar Apps,Ninguna",Dañar Celular,Si,Util,"Google Maps,Salud,Correo",Banca,Viernes,Noche,1 Vez,45 Min,0-10,Biblioteca,Individual,Motricidad,No,Familia,Si
299,2025-12-04,50-59,Prefiero No Decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,No Tiene,4,Muy Comodo,A Veces,"Banca,Ninguna",Llamadas,"No Sabe Descargar Apps,Ninguna",Estafas,No,Muy Util,Correo,Whatsapp,Jueves,Manana,3 Veces O Mas,30 Min,11-20,Universidad,Grupo Grande,Memoria,Solo Si Es Gratis,Empresa Privada,Si
300,2025-11-17,50-59,Masculino,Barranquilla,Ninguno,No Tiene,Tablet,No Tiene,5,Muy Comodo,A Veces,"Banca,Whatsapp",Tramites,"Olvida Contrasenas,No Entiende Botones",Estafas,Tal Vez,No Me Interesa,"Salud,Google Maps",Whatsapp,Martes,"Noche,Manana",2 Veces,1.5 Horas,0-10,Barrio,Grupo Grande,Vista,No,Familia,Si
301,2025-11-16,80+,Masculino,Soledad,Tecnico/Tecnologo,No Tiene,Celular,Wifi,1,Comodo,Rara Vez,"Google Maps,Correo,Banca","Mensajes,Llamadas",No Entiende Botones,Perder Dinero,No,No Me Interesa,"Whatsapp,Correo,Salud",Whatsapp,"Jueves,Martes","Noche,Tarde",2 Veces,30 Min,40+,Barrio,Grupo Grande,Motricidad,Si,Empresa Privada,No
302,2025-11-15,40-49,Femenino,Soledad,Primaria,No Tiene,Celular,Wifi,4,Muy Comodo,Nunca,Ninguna,Llamadas,No Entiende Botones,Perder Dinero,Tal Vez,Util,"Whatsapp,Google Maps",Mapas,"Sabado,Martes,Miercoles",Noche,Depende,1.5 Horas,0-10,Barrio,Individual,Motricidad,Solo Si Es Gratis,Universidad,No
303,2025-11-22,60-69,Femenino,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,No Tiene,2,Muy Comodo,A Veces,"Ninguna,Banca",Llamadas,"No Sabe Descargar Apps,Ninguna",Dañar Celular,Si,Util,Salud,Mapas,"Viernes,Martes,Lunes","Noche,Manana",1 Vez,45 Min,40+,Alcaldia,Individual,Vista,No,Alcaldia,No
304,2025-12-06,80+,Masculino,Malambo,Primaria,Smartphone,Computador,No Tiene,4,Comodo,Nunca,"Correo,Ninguna",Mensajes,No Sabe Descargar Apps,Perder Dinero,No,No Me Interesa,"Whatsapp,Redes Sociales,Google Maps",Whatsapp,"Miercoles,Lunes,Sabado","Noche,Manana",1 Vez,1 Hora,40+,Alcaldia,Individual,Vista,Solo Si Es Gratis,Fundacion,No
305,2025-11-17,80+,Masculino,Galapa,Ninguno,No Tiene,Computador,Wifi,4,Comodo,Rara Vez,Whatsapp,"No Lo Usa,Videos",Miedo A Danar Celular,Ninguno,Tal Vez,Poco Util,"Compras,Whatsapp,Correo",Mapas,"Miercoles,Sabado",Manana,3 Veces O Mas,1 Hora,21-40,Biblioteca,Indiferente,Memoria,Si,Fundacion,Si
306,2025-11-30,40-49,Masculino,Galapa,Ninguno,Smartphone,Ninguno,Wifi,5,Muy Incomodo,A Veces,"Banca,Google Maps,Whatsapp","Mensajes,Videos","Olvida Contrasenas,No Sabe Descargar Apps",Perder Dinero,Si,Util,Whatsapp,Banca,Sabado,Manana,Depende,1 Hora,0-10,Biblioteca,Individual,Motricidad,No,Alcaldia,No
307,2025-11-27,40-49,Prefiero No Decirlo,Soledad,Tecnico/Tecnologo,Smartphone,Celular,No Tiene,4,Muy Incomodo,Nunca,Youtube,"Tramites,Videos","No Entiende Botones,No Sabe Descargar Apps",Dañar Celular,Si,Muy Util,"Redes Sociales,Google Maps",Salud,"Miercoles,Jueves,Sabado",Manana,3 Veces O Mas,30 Min,21-40,Biblioteca,Individual,Vista,Solo Si Es Gratis,Universidad,No
308,2025-11-28,80+,Prefiero No Decirlo,Malambo,Bachillerato,Celular Basico,Celular,No Tiene,2,Comodo,Nunca,Youtube,"Tramites,Llamadas",Ninguna,No Entender,No,No Me Interesa,"Correo,Banca",Correo,"Martes,Miercoles",Tarde,2 Veces,1.5 Horas,21-40,Barrio,Grupo Pequeno,Memoria,Solo Si Es Gratis,Fundacion,No
309,2025-12-12,60-69,Prefiero No Decirlo,Puerto Colombia,Primaria,Celular Basico,Ninguno,No Tiene,2,Comodo,Todos Los Dias,Banca,Tramites,No Sabe Descargar Apps,Ninguno,No,Util,"Correo,Compras,Google Maps",Mapas,"Lunes,Sabado","Tarde,Manana",Depende,45 Min,11-20,Alcaldia,Individual,Audicion,Si,Fundacion,No
310,2025-11-20,80+,Prefiero No Decirlo,Galapa,Primaria,Smartphone,Celular,Datos Moviles,1,Incomodo,Nunca,Banca,"Mapas,Videos",No Sabe Descargar Apps,Ninguno,Si,Poco Util,Redes Sociales,Mapas,"Viernes,Sabado,Lunes",Manana,3 Veces O Mas,1.5 Horas,40+,Alcaldia,Indiferente,Motricidad,No,Universidad,Si
311,2025-11-21,80+,Prefiero No Decirlo,Barranquilla,Bachillerato,Smartphone,Computador,No Tiene,4,Comodo,A Veces,"Youtube,Banca","Llamadas,Mensajes","No Sabe Descargar Apps,Olvida Contrasenas",Estafas,No,No Me Interesa,"Redes Sociales,Salud",Mapas,Martes,Noche,2 Veces,1.5 Horas,21-40,Universidad,Individual,Motricidad,No,Universidad,Si
312,2025-12-05,60-69,Masculino,Galapa,Bachillerato,Smartphone,Computador,Datos Moviles,5,Muy Incomodo,Rara Vez,"Google Maps,Youtube,Whatsapp",Tramites,No Entiende Botones,Ninguno,Si,Util,Gobierno,Whatsapp,"Martes,Miercoles","Noche,Tarde",2 Veces,1.5 Horas,21-40,Barrio,Individual,Memoria,No,Fundacion,No
313,2025-12-12,50-59,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,No Tiene,1,Neutral,Rara Vez,"Google Maps,Ninguna,Correo",No Lo Usa,"No Entiende Botones,No Sabe Descargar Apps",Estafas,No,Poco Util,Whatsapp,Redes Sociales,"Lunes,Martes,Viernes","Manana,Noche",3 Veces O Mas,1.5 Horas,11-20,Alcaldia,Grupo Pequeno,Memoria,No,Universidad,Si
314,2025-11-24,40-49,Prefiero No Decirlo,Soledad,Primaria,Celular Basico,Celular,Datos Moviles,5,Muy Comodo,Rara Vez,"Youtube,Whatsapp,Correo","Tramites,Mapas",Olvida Contrasenas,No Entender,No,Util,"Salud,Google Maps",Redes Sociales,"Jueves,Sabado","Noche,Tarde",3 Veces O Mas,30 Min,11-20,Barrio,Grupo Grande,Memoria,No,Empresa Privada,Si
315,2025-11-23,70-79,Femenino,Soledad,Profesional,Celular Basico,Celular,Datos Moviles,4,Incomodo,Todos Los Dias,"Banca,Correo",Llamadas,"Olvida Contrasenas,Miedo A Danar Celular",No Entender,Si,Poco Util,"Redes Sociales,Salud",Salud,"Jueves,Sabado","Manana,Tarde",Depende,45 Min,21-40,Barrio,Grupo Grande,Memoria,No,Universidad,Si
316,2025-11-27,50-59,Prefiero No Decirlo,Barranquilla,Ninguno,No Tiene,Computador,Wifi,5,Muy Comodo,Nunca,"Whatsapp,Correo,Ninguna","Videos,Tramites",No Entiende Botones,Ninguno,Si,Poco Util,"Salud,Banca,Correo",Salud,"Martes,Miercoles,Sabado","Tarde,Noche",2 Veces,45 Min,0-10,Barrio,Individual,Ninguna,Si,Familia,No
317,2025-11-19,70-79,Femenino,Soledad,Tecnico/Tecnologo,Celular Basico,Celular,Wifi,2,Muy Incomodo,A Veces,"Whatsapp,Correo,Banca",No Lo Usa,"No Entiende Botones,Ninguna",Estafas,No,No Me Interesa,Whatsapp,Redes Sociales,"Viernes,Martes,Lunes","Manana,Tarde",3 Veces O Mas,1.5 Horas,0-10,Universidad,Grupo Grande,Memoria,Si,Alcaldia,No
